嗚呼	ああ	Ah!;Oh!;Alas!
繋がる	つながる	to be tied together;to be connected to;to be related to
繋ぐ	つなぐ	to tie;to fasten;to connect;to transfer (phone call)
繋げる	つなげる	to connect
津波	つなみ	tsunami;tidal wave
常に	つねに	always
抓る	つねる	to pinch
募る	つのる	to invite;to solicit help  participation  etc
唾	つば	saliva;sputum
翼	つばさ	wings
粒	つぶ	grain
潰す	つぶす	to smash;to waste
呟く	つぶやく	to mutter;to murmur
瞑る	つぶる	to close the eyes
潰れる	つぶれる	to be smashed;to go bankrupt
壷	つぼ	tsubo jar;pot;vase
蕾	つぼみ	bud;flower bud
妻	つま	wife
躓く	つまずく	to stumble;to trip
摘む	つまむ	to pinch;to hold;to pick up
摘む	つまむ	to pinch;to hold;to pick up
詰らない	つまらない	insignificant;boring;trifling
詰まり	つまり	in short;in brief;in other words;that is to say;in the long run;after all;blockade;stuffing;ultimate
詰まる	つまる	1.  to be blocked;to be packed; 2.  to hit the ball near the handle of the bat (baseball)
罪	つみ	crime;fault;indiscretion
積む	つむ	to pile up;to stack
爪	つめ	fingernail or toenail;claw;talon;hoof
冷たい	つめたい	cold (to the touch);chilly;icy;freezing;coldhearted
詰める	つめる	to pack;to shorten;to work out (details)
積もり	つもり	intention;plan
積もる	つもる	to pile up
露	つゆ	dew
梅雨	つゆ	rainy season;rain during the rainy season
梅雨	つゆ	rainy season;rain during the rainy season
強い	つよい	strong;powerful;mighty;potent
強まる	つよまる	to get strong;to gain strength
強める	つよめる	to strengthen;to emphasize
連なる	つらなる	to extend;to stretch out;to stand in a row
貫く	つらぬく	to go through
連ねる	つらねる	to link;to join;to put together
釣り	つり	fishing;angling
釣り	つり	fishing;angling
釣り合う	つりあう	to balance;to be in harmony;to suit
吊り革	つりかわ	strap
釣鐘	つりがね	hanging bell
釣る	つる	to fish
吊る	つる	to hang
吊るす	つるす	to hang
連れ	つれ	companion;company
連れる	つれる	to lead;to take (a person)
手	て	hand
手	て	hand
手当て	てあて	allowance;compensation;treatment;medical care
手洗い	てあらい	restroom;lavatory;hand-washing
体	てい	appearance;air;condition;state;form
提案	ていあん	proposal;proposition;suggestion
定員	ていいん	fixed number of regular personnel;capacity (of boat  hall  aeroplane  etc.)
定価	ていか	established price
低下	ていか	fall;decline;lowering;deterioration
定期	ていき	fixed term
定期券	ていきけん	commuter pass;season ticket
定休日	ていきゅうび	regular holiday
提供	ていきょう	offer;tender;program sponsoring;furnishing
定義	ていぎ	definition
提携	ていけい	cooperation;tie-up;joint business;link-up
抵抗	ていこう	electrical resistance;resistance;opposition
体裁	ていさい	decency;style;form;appearance;show;get-up;format
停止	ていし	suspension;interruption;stoppage;ban;standstill;deadlock;stalemate;abeyance
弟子	ていし	pupil;disciple;adherent;follower;apprentice;young person;teacher's student-helper
梯子	ていし	ladder;stairs
停車	ていしゃ	stopping (e.g. train)
提出	ていしゅつ	presentation;submission;filing
定食	ていしょく	set meal;special (of the day)
提示	ていじ	presentation;exhibit;suggest;citation
訂正	ていせい	correction;revision
停滞	ていたい	stagnation;tie-up;congestion;retention;accumulation;falling into arrears
邸宅	ていたく	mansion;residence
停電	ていでん	failure of electricity
程度	ていど	degree;amount;grade;standard;on the order of (following a number)
丁寧	ていねい	polite;courteous;careful;care;kind;close;thorough;conscientious
定年	ていねん	retirement age
堤防	ていぼう	bank;weir
停留所	ていりゅうじょ	bus or tram stop
手入れ	ていれ	repairs;maintenance
手遅れ	ておくれ	too late;belated treatment
手数	てかず	number of moves;trouble
手数	てかず	number of moves;trouble
手掛かり	てがかり	contact;trail;scent;on hand;hand hold;clue;key
手掛ける	てがける	to handle;to manage;to work with;to rear;to look after;to have experience with
手紙	てがみ	letter
手軽	てがる	easy;simple;informal;offhand;cheap
的	てき	-like;typical
適応	てきおう	adaptation;accommodation;conformity
的確	てきかく	precise;accurate
適確	てきかく	precise;accurate
適宜	てきぎ	suitability
適する	てきする	to fit;to suit
適性	てきせい	aptitude
適切	てきせつ	pertinent;appropriate;adequate;relevance
適当	てきとう	fitness;suitability;adequacy;relevance
適度	てきど	moderate
適用	てきよう	applying
手際	てぎわ	performance;skill;tact
手首	てくび	wrist
手頃	てごろ	moderate;handy
手頃	てごろ	moderate;handy
手品	てじな	sleight of hand;conjuring trick;magic;juggling
手順	てじゅん	process;procedure;protocol
手錠	てじょう	handcuffs;manacles
手帳	てちょう	notebook
手近	てぢか	near;handy;familiar
鉄橋	てっきょう	railway bridge;iron bridge
	てっきり	surely;certainly;beyond doubt
鉄鋼	てっこう	iron and steel
徹する	てっする	to sink in;to penetrate;to devote oneself;to believe in;to go through;to do intently and exclusively
徹底	てってい	thoroughness;completeness
鉄片	てっぺん	iron scraps
鉄砲	てっぽう	gun
鉄	てつ	iron
哲学	てつがく	philosophy
手伝い	てつだい	help;helper;assistant
手伝う	てつだう	to help;to assist;to take part in
手続き	てつづき	procedure;(legal) process;formalities
鉄道	てつどう	railroad
徹夜	てつや	all night;all night vigil;sleepless night
手拭い	てぬぐい	(hand) towel
手配	てはい	arrangement;search (by police)
手筈	てはず	arrangement;plan;programme
手引き	てびき	guidance;guide;introduction
手袋	てぶくろ	glove
手本	てほん	model;pattern
手間	てま	time;labour
手前	てまえ	before;this side;we;you
手回し	てまわし	preparations;arrangements
手元	てもと	on hand;at hand;at home
寺	てら	temple
寺	てら	temple
照らす	てらす	to shine on;to illuminate
照り返す	てりかえす	to reflect;to throw back light
照る	てる	to shine
手分け	てわけ	division of labour
点	てん	spot;mark;point;dot
店	てん	store;shop;establishment
店	てん	store;shop;establishment
店員	てんいん	shop assistant;employee;clerk;salesperson
天下	てんか	the world;whole country;descent from heaven;having one's own way;the public;the ruling power
点火	てんか	ignition;lighting;set fire to
転回	てんかい	revolution;rotation
展開	てんかい	develop;expansion (opposite of compression)
転換	てんかん	convert;divert
天気	てんき	weather;the elements;fine weather
転居	てんきょ	moving;changing residence
転勤	てんきん	transfer;transmission
典型	てんけい	type;pattern;archetypal
点検	てんけん	inspection;examination;checking
転校	てんこう	change schools
天候	てんこう	weather
天国	てんごく	paradise;heaven;Kingdom of Heaven
天才	てんさい	genius;prodigy;natural gift
天災	てんさい	natural calamity;disaster
展示	てんじ	exhibition;display
天井	てんじょう	ceiling;ceiling price
転じる	てんじる	to turn;to shift;to alter;to distract
点数	てんすう	marks;points;score;runs;number of items;credits
点数	てんすう	marks;points;score;runs;number of items;credits
点線	てんせん	dotted line;perforated line
天体	てんたい	heavenly body
点々	てんてん	here and there;little by little;sporadically;scattered in drops;dot;spot
転転	てんてん	rolling about;moving from place to place;being passed around repeatedly
	てんで	(not) at all;altogether;entirely
転任	てんにん	change of post
天然	てんねん	nature;spontaneity
展望	てんぼう	view;outlook;prospect
転落	てんらく	fall;degradation;slump
展覧会	てんらんかい	exhibition
出	で	outflow;coming (going) out;graduate (of);rising (of the sun or moon);one's turn to appear on stage
出会い	であい	meeting;rendezvous;encounter
出会う	であう	to meet by chance;to come across;to happen to encounter;to hold a rendezvous;to have a date
出合う	であう	to meet by chance;to come across;to happen to encounter;to hold a rendezvous;to have a date
出入り	でいり	in and out;coming and going;free association;income and expenditure;debits and credit
出入り口	でいりぐち	exit and entrance
	でかい	huge
出掛ける	でかける	to depart;to go out (e.g. on an excursion or outing);to set out;to start;to be going out
出来上がり	できあがり	be finished;ready;made for;cut out
出来上がる	できあがる	to be finished;to be ready;by definition;to be very drunk
出来事	できごと	incident;affair;happening;event
出来物	できもの	able man;tumour;growth;boil;ulcer;abcess;rash;pimple
出切る	できる	to be out of;to have no more at hand
出来るだけ	できるだけ	if at all possible
出くわす	でくわす	to happen to meet;to come across
出口	でぐち	exit;gateway;way out;outlet;leak;vent
凸凹	でこぼこ	unevenness;roughness;ruggedness
	ですから	therefore
出鱈目	でたらめ	irresponsible utterance;nonsense;nonsensical;random;haphazard;unsystematic
出直し	でなおし	adjustment;touch up
	では	then;well;so;well then
出迎え	でむかえ	meeting;reception
出迎える	でむかえる	to meet;to greet
	でも	but;however
出る	でる	to appear;to come forth;to leave
田園	でんえん	country;rural districts
電気	でんき	electricity;(electric) light
伝記	でんき	biography;life story
電球	でんきゅう	light bulb
電源	でんげん	source of electricity;power (button on TV  etc.)
電子	でんし	electron
電車	でんしゃ	electric train
伝説	でんせつ	tradition;legend;folklore
伝染	でんせん	contagion
電線	でんせん	electric line
伝達	でんたつ	transmission (e.g. news);communication;delivery
電池	でんち	battery
電柱	でんちゅう	telephone pole;telegraph pole;lightpole
電灯	でんとう	electric light
伝統	でんとう	tradition;convention
電波	でんぱ	electro-magnetic wave
電報	でんぽう	telegram
伝来	でんらい	ancestral;hereditary;imported;transmitted;handed down
電流	でんりゅう	electric current
電力	でんりょく	electric power
電話	でんわ	telephone
	と	1.  if (conjunction); 2.  promoted pawn (shogi) (abbr)
都	と	metropolitan;municipal
都	と	metropolitan;municipal
問い	とい	question;query
問い合わせ	といあわせ	enquiry;ENQ
問い合わせる	といあわせる	to enquire;to seek information
問屋	といや	wholesale store
問う	とう	to ask;to question;to charge (i.e. with a crime);to accuse;without regard to (neg)
棟	とう	place;section;building
党	とう	party (political)
塔	とう	tower;pagoda
等	とう	et cetera;etc.;and the like
党	とう	party (political)
等	とう	et cetera;etc.;and the like
等	とう	et cetera;etc.;and the like
答案	とうあん	examination paper;examination script
統一	とういつ	unity;consolidation;uniformity;unification;compatible
陶器	とうき	pottery;ceramics
等級	とうきゅう	grade;class
討議	とうぎ	debate;discussion
統計	とうけい	statistics
峠	とうげ	ridge;(mountain) pass;difficult part
登校	とうこう	attendance (at school)
統合	とうごう	integration;unification;synthesis
倒産	とうさん	(corporate) bankruptcy;insolvency
東西	とうざい	East and West;whole country;Orient and Occident;Your attention please
投資	とうし	investment
投書	とうしょ	letter to the editor;letter from a reader;contribution
統治	とうじ	rule;reign;government;governing
当時	とうじ	at that time;in those days
当日	とうじつ	appointed day;very day
登場	とうじょう	entry (on stage)
